urls	urls_status	file
https://cogs137.github.io/website/project/cs01.html	failed	/github/workspace/03-OCS_Use.Rmd
https://www.messiah.edu/download/downloads/id/921/Microaggressions_in_the_Classroom.pdf	failed	/github/workspace/contributing.md
https://www.messiah.edu/download/downloads/id/921/Microaggressions_in_the_Classroom.pdf	failed	/github/workspace/contributing.md
